applicant_id,age,annual_income,employment_years,existing_debt,requested_loan_amount,credit_history_length,num_late_payments_last_2y,dti_ratio,default
APP00772,63,160557.0,3.3,7481.0,44398.0,20,1,0.047,0
APP00773,31,82886.0,6.1,6526.0,94174.0,8,0,0.079,0
APP00774,43,65540.0,2.2,5356.0,15996.0,4,0,0.082,0
APP00775,36,135112.0,1.6,15100.0,15730.0,1,2,0.112,0
APP00776,51,42972.0,2.3,8863.0,32957.0,21,0,0.206,0
APP00777,31,47254.0,7.3,19750.0,37724.0,14,0,0.418,0
APP00778,36,38920.0,3.4,3335.0,29350.0,8,1,0.086,0
APP00779,28,47452.0,3.6,5442.0,158967.0,18,1,0.115,0
APP00780,24,75400.0,2.5,13923.0,30147.0,9,1,0.185,0
APP00781,60,93618.0,2.9,43293.0,26097.0,3,0,0.462,0
APP00782,24,118268.0,5.6,18084.0,39128.0,9,1,0.153,0
APP00783,45,29367.0,3.7,8337.0,65025.0,7,0,0.284,0
APP00784,23,67109.0,10.3,4058.0,23500.0,21,1,0.06,0
APP00785,52,42021.0,2.3,7956.0,33250.0,12,0,0.189,0
APP00786,23,65996.0,8.2,12913.0,66143.0,6,0,0.196,0
APP00787,47,234939.0,0.9,2026.0,68383.0,6,1,0.009,0
APP00788,49,84620.0,3.7,5061.0,41381.0,3,1,0.06,0
APP00789,52,114661.0,3.4,7405.0,154977.0,14,0,0.065,0
APP00790,39,194920.0,8.3,10873.0,119180.0,11,1,0.056,0
APP00791,41,128499.0,2.6,12791.0,15620.0,15,0,0.1,0
APP00792,25,58457.0,10.1,8195.0,13159.0,5,0,0.14,0
APP00793,38,38642.0,0.8,20024.0,58538.0,8,2,0.518,1
APP00794,48,72036.0,1.8,14761.0,82390.0,2,0,0.205,0
APP00795,62,55058.0,1.9,9936.0,31734.0,7,1,0.18,1
APP00796,42,34123.0,1.0,22360.0,26868.0,6,0,0.655,1
APP00797,41,82492.0,3.4,20943.0,22200.0,3,0,0.254,0
APP00798,26,83528.0,2.7,4175.0,18019.0,12,1,0.05,0
APP00799,21,177116.0,6.8,13022.0,71812.0,18,1,0.074,0
APP00800,25,61030.0,1.1,27234.0,28889.0,6,2,0.446,1
APP00801,61,84125.0,13.3,31132.0,43525.0,9,2,0.37,0
APP00802,32,52431.0,9.7,17975.0,12143.0,24,0,0.343,0
APP00803,46,113163.0,2.0,11085.0,66261.0,11,0,0.098,0
APP00804,54,68713.0,5.4,18715.0,51672.0,2,1,0.272,0
APP00805,34,40689.0,2.1,25495.0,16207.0,24,0,0.627,0
APP00806,46,72639.0,5.3,14657.0,42422.0,23,2,0.202,0
APP00807,47,88899.0,1.0,16041.0,36419.0,11,2,0.18,0
APP00808,29,83086.0,5.1,10940.0,27720.0,18,1,0.132,0
APP00809,46,123371.0,2.4,4585.0,6363.0,14,3,0.037,1
APP00810,42,35453.0,0.8,11620.0,24436.0,7,0,0.328,0
APP00811,50,47984.0,3.2,7772.0,43541.0,11,0,0.162,0
APP00812,63,100699.0,3.3,7792.0,26131.0,19,1,0.077,0
APP00813,37,50887.0,3.8,42069.0,31792.0,5,0,0.827,1
APP00814,46,82474.0,10.2,28602.0,89148.0,9,0,0.347,0
APP00815,56,21810.0,2.4,3447.0,34665.0,1,0,0.158,0
APP00816,21,284353.0,2.9,5609.0,10321.0,23,0,0.02,0
APP00817,28,63904.0,0.9,9988.0,32503.0,12,0,0.156,0
APP00818,55,132850.0,4.4,8002.0,38547.0,24,0,0.06,0
APP00819,35,61793.0,3.0,17222.0,22132.0,6,1,0.279,0
APP00820,42,89981.0,1.3,4940.0,56435.0,7,1,0.055,0
APP00821,34,154193.0,3.7,28762.0,15103.0,22,1,0.187,1
APP00822,46,130994.0,1.5,12898.0,33435.0,15,2,0.098,0
APP00823,48,66024.0,12.3,10174.0,14999.0,10,0,0.154,0
APP00824,43,68348.0,2.6,13208.0,30412.0,3,0,0.193,0
APP00825,34,120787.0,1.1,9566.0,55541.0,16,2,0.079,0
APP00826,44,234831.0,5.0,2632.0,32958.0,15,0,0.011,0
APP00827,22,80510.0,1.1,13488.0,31824.0,18,2,0.168,0
APP00828,46,194567.0,6.5,10336.0,36926.0,22,1,0.053,0
APP00829,34,64815.0,1.0,6226.0,38050.0,10,1,0.096,0
APP00830,27,117710.0,5.6,32143.0,55064.0,6,0,0.273,0
APP00831,23,126827.0,6.8,22824.0,55265.0,12,1,0.18,0
APP00832,43,59577.0,9.2,94003.0,85222.0,18,0,1.578,0
APP00833,63,50335.0,1.7,26052.0,40158.0,16,2,0.518,1
APP00834,38,129663.0,6.2,7984.0,13407.0,24,1,0.062,0
APP00835,58,56062.0,7.2,6473.0,60765.0,21,0,0.115,0
APP00836,55,46762.0,1.9,8996.0,81625.0,12,1,0.192,0
APP00837,35,51949.0,0.7,7838.0,159057.0,11,0,0.151,1
APP00838,45,55949.0,1.0,14574.0,86771.0,6,0,0.26,0
APP00839,57,112230.0,1.0,3901.0,27060.0,0,1,0.035,1
APP00840,48,94610.0,2.6,22423.0,40632.0,0,1,0.237,0
APP00841,30,104593.0,4.1,14371.0,30873.0,19,0,0.137,0
APP00842,59,90282.0,2.2,20455.0,28455.0,22,2,0.227,0
APP00843,37,54343.0,3.7,5349.0,33925.0,13,2,0.098,0
APP00844,59,103627.0,7.9,16274.0,78546.0,14,1,0.157,0
APP00845,42,132088.0,2.0,37773.0,13996.0,10,1,0.286,0
APP00846,46,97954.0,3.0,6712.0,19900.0,23,1,0.069,0
APP00847,64,91567.0,5.1,6566.0,75485.0,8,1,0.072,0
APP00848,45,49835.0,4.8,23613.0,86873.0,16,3,0.474,0
APP00849,37,81301.0,5.0,6153.0,24448.0,3,0,0.076,0
APP00850,33,48527.0,2.3,11085.0,97777.0,19,1,0.228,0
APP00851,40,72257.0,5.7,43503.0,65221.0,18,0,0.602,1
APP00852,45,32205.0,3.7,6641.0,30926.0,6,1,0.206,0
APP00853,24,32329.0,1.1,45961.0,8424.0,0,1,1.422,1
APP00854,30,66468.0,3.4,10213.0,13349.0,8,1,0.154,0
APP00855,23,55591.0,2.7,5448.0,24467.0,12,0,0.098,0
APP00856,61,77141.0,0.4,21654.0,57295.0,23,0,0.281,0
APP00857,38,68365.0,12.3,14562.0,57403.0,1,0,0.213,0
APP00858,56,74243.0,3.4,13501.0,27450.0,1,0,0.182,0
APP00859,42,99142.0,11.6,7223.0,31610.0,23,0,0.073,0
APP00860,54,58010.0,4.5,14478.0,35615.0,14,0,0.25,0
APP00861,28,65531.0,1.4,2555.0,31849.0,16,2,0.039,0
APP00862,60,151374.0,1.2,15915.0,40062.0,12,3,0.105,0
APP00863,64,73243.0,4.3,37714.0,35667.0,6,2,0.515,0
APP00864,39,66863.0,3.9,3254.0,13299.0,8,1,0.049,0
APP00865,62,76211.0,1.9,9649.0,32063.0,11,2,0.127,0
APP00866,61,67462.0,3.7,6636.0,35826.0,2,0,0.098,1
APP00867,57,51288.0,11.6,3988.0,65767.0,22,0,0.078,0
APP00868,26,44400.0,11.8,2586.0,22053.0,21,0,0.058,0
APP00869,46,49925.0,5.1,5194.0,41042.0,14,0,0.104,0
APP00870,54,113149.0,2.5,11005.0,50904.0,6,1,0.097,0
APP00871,26,53372.0,4.0,33500.0,33223.0,22,1,0.628,0
APP00872,57,67679.0,1.6,3951.0,12672.0,0,1,0.058,0
APP00873,53,103815.0,5.3,16908.0,66572.0,13,1,0.163,0
APP00874,42,63628.0,1.0,15926.0,56856.0,18,0,0.25,0
APP00875,41,100376.0,4.1,50898.0,41659.0,15,3,0.507,1
APP00876,26,33847.0,6.7,21096.0,37205.0,9,0,0.623,1
APP00877,26,68442.0,4.8,22090.0,12471.0,0,0,0.323,1
APP00878,24,76073.0,1.6,23375.0,57803.0,4,1,0.307,0
APP00879,50,73981.0,8.2,6378.0,88596.0,2,1,0.086,0
APP00880,31,32002.0,3.4,8448.0,18616.0,16,0,0.264,0
APP00881,50,133460.0,3.5,32647.0,81390.0,17,1,0.245,0
APP00882,51,47699.0,5.3,2590.0,71602.0,20,2,0.054,0
APP00883,44,86467.0,1.6,7740.0,18290.0,18,0,0.09,0
APP00884,29,73422.0,2.5,4607.0,28667.0,21,3,0.063,0
APP00885,23,120796.0,7.3,16113.0,15721.0,24,0,0.133,0
APP00886,51,218326.0,0.8,9535.0,34924.0,21,0,0.044,0
APP00887,60,38362.0,4.5,22044.0,47524.0,17,0,0.575,0
APP00888,57,52867.0,1.8,12244.0,16444.0,15,1,0.232,0
APP00889,56,80382.0,2.6,3878.0,45774.0,1,1,0.048,0
APP00890,44,42080.0,1.5,4024.0,53288.0,14,1,0.096,0
APP00891,51,108130.0,2.2,13295.0,53749.0,12,0,0.123,0
APP00892,26,111490.0,3.2,7209.0,47701.0,12,1,0.065,0
APP00893,22,96734.0,3.0,8725.0,17377.0,15,1,0.09,0
APP00894,40,82314.0,1.7,28303.0,33763.0,7,2,0.344,0
APP00895,48,145053.0,0.4,24520.0,44865.0,10,3,0.169,0
APP00896,31,41035.0,1.6,56285.0,87257.0,7,1,1.372,0
APP00897,24,75556.0,1.6,10373.0,36369.0,21,2,0.137,0
APP00898,35,50544.0,5.4,7999.0,46879.0,9,0,0.158,0
APP00899,26,114115.0,1.5,18668.0,20760.0,22,0,0.164,0
APP00900,50,29241.0,1.9,8530.0,18162.0,0,0,0.292,0
APP00901,58,72111.0,7.3,8756.0,16817.0,11,0,0.121,0
APP00902,22,86476.0,2.5,11365.0,28221.0,8,0,0.131,0
APP00903,35,45536.0,4.5,50121.0,125145.0,4,0,1.101,0
APP00904,31,53472.0,1.4,23463.0,28531.0,8,1,0.439,0
APP00905,28,73695.0,7.3,25516.0,45197.0,15,0,0.346,0
APP00906,46,117895.0,3.3,48353.0,50729.0,17,1,0.41,0
APP00907,64,43633.0,0.9,27502.0,18865.0,7,1,0.63,1
APP00908,25,47609.0,5.4,5404.0,27971.0,22,1,0.114,0
APP00909,26,128386.0,2.8,27171.0,52820.0,10,0,0.212,0
APP00910,46,63800.0,6.7,30074.0,46957.0,19,0,0.471,0
APP00911,24,49574.0,7.9,22505.0,10978.0,18,1,0.454,0
APP00912,39,105276.0,2.4,11426.0,51878.0,3,1,0.109,0
APP00913,40,57291.0,3.7,20683.0,26093.0,19,1,0.361,0
APP00914,53,122236.0,3.5,13145.0,26506.0,9,0,0.108,0
APP00915,40,52478.0,8.8,6109.0,46301.0,23,0,0.116,0
APP00916,32,67522.0,1.6,7452.0,90559.0,12,1,0.11,0
APP00917,21,117300.0,0.8,23458.0,32201.0,19,2,0.2,0
APP00918,46,65308.0,2.8,6473.0,73676.0,13,1,0.099,0
APP00919,34,106727.0,1.5,6980.0,15298.0,20,0,0.065,0
APP00920,58,70773.0,2.9,24409.0,39279.0,1,0,0.345,0
APP00921,57,196978.0,8.4,14869.0,26249.0,3,1,0.075,0
APP00922,31,160234.0,4.2,21200.0,43011.0,6,1,0.132,0
APP00923,56,37645.0,4.5,4998.0,30401.0,18,4,0.133,0
APP00924,33,94952.0,2.8,20734.0,16242.0,16,1,0.218,0
APP00925,63,48620.0,1.9,7879.0,21323.0,15,2,0.162,0
APP00926,23,80479.0,3.5,5922.0,13549.0,12,0,0.074,0
APP00927,53,75674.0,1.9,8917.0,16578.0,23,0,0.118,0
APP00928,26,43144.0,4.5,39722.0,48445.0,23,3,0.921,1
APP00929,30,124150.0,1.3,9981.0,31238.0,21,1,0.08,0
APP00930,25,80955.0,1.6,77739.0,41711.0,22,0,0.96,0
APP00931,43,63428.0,2.6,2566.0,107942.0,17,1,0.04,0
APP00932,30,58744.0,2.1,3878.0,30407.0,20,1,0.066,0
APP00933,64,78424.0,3.7,38536.0,53134.0,11,2,0.491,0
APP00934,22,89676.0,15.5,47121.0,36934.0,22,1,0.525,1
APP00935,33,68701.0,7.2,6696.0,190539.0,24,1,0.097,0
APP00936,60,17743.0,6.1,14117.0,5940.0,0,1,0.796,0
APP00937,22,73751.0,0.6,23618.0,23609.0,14,1,0.32,0
APP00938,40,35570.0,5.1,11120.0,53767.0,2,2,0.313,1
APP00939,21,65859.0,5.2,15061.0,23115.0,5,1,0.229,0
APP00940,57,36233.0,4.6,13477.0,51003.0,13,2,0.372,0
APP00941,29,36017.0,1.7,4084.0,35030.0,22,3,0.113,0
APP00942,37,135613.0,3.8,10140.0,61021.0,5,0,0.075,0
APP00943,29,62315.0,4.4,13493.0,18411.0,0,0,0.217,0
APP00944,31,59974.0,2.4,14509.0,40284.0,19,1,0.242,0
APP00945,35,93084.0,4.8,3346.0,48031.0,5,1,0.036,0
APP00946,44,60761.0,5.7,24415.0,39304.0,7,1,0.402,0
APP00947,58,209379.0,2.9,14818.0,39721.0,14,0,0.071,0
APP00948,55,63799.0,1.3,5743.0,74717.0,13,0,0.09,0
APP00949,50,87778.0,0.6,56345.0,13254.0,15,0,0.642,1
APP00950,51,118833.0,2.7,10125.0,39143.0,19,0,0.085,0
APP00951,25,162938.0,1.4,10665.0,17580.0,22,0,0.065,0
APP00952,64,50463.0,2.3,22323.0,57215.0,15,0,0.442,1
APP00953,34,59339.0,4.4,60307.0,21966.0,18,1,1.016,0
APP00954,31,138316.0,4.4,23036.0,8238.0,23,0,0.167,0
APP00955,29,109648.0,2.3,25871.0,58040.0,0,0,0.236,0
APP00956,54,125190.0,1.6,5995.0,30914.0,3,1,0.048,0
APP00957,32,36888.0,2.7,14322.0,44980.0,23,0,0.388,0
APP00958,55,158578.0,8.1,8727.0,85494.0,9,1,0.055,0
APP00959,55,49976.0,0.5,23466.0,45381.0,19,0,0.47,0
APP00960,21,80511.0,2.4,25275.0,40201.0,17,1,0.314,0
APP00961,60,67907.0,1.2,49345.0,35300.0,1,0,0.727,1
APP00962,42,47134.0,6.2,2376.0,18244.0,3,2,0.05,0
APP00963,49,36089.0,4.4,8067.0,31916.0,14,0,0.224,0
APP00964,28,30579.0,3.6,37805.0,118698.0,3,1,1.236,1
APP00965,31,77614.0,1.5,4354.0,28995.0,15,0,0.056,0
APP00966,61,34110.0,1.2,25451.0,33070.0,14,0,0.746,0
APP00967,57,41485.0,4.4,33097.0,77207.0,17,2,0.798,1
APP00968,34,65577.0,3.1,13060.0,14404.0,6,0,0.199,0
APP00969,50,19547.0,1.6,4285.0,52684.0,14,2,0.219,1
APP00970,55,107957.0,3.2,12122.0,13998.0,21,1,0.112,0
APP00971,41,21918.0,2.7,42914.0,46144.0,10,1,1.958,0
APP00972,57,70355.0,6.5,45762.0,35830.0,18,0,0.65,1
APP00973,25,73682.0,4.7,15777.0,52441.0,7,2,0.214,0
APP00974,39,95705.0,2.9,6113.0,19782.0,23,1,0.064,0
APP00975,34,71622.0,3.8,53676.0,26344.0,0,0,0.749,1
APP00976,46,200577.0,4.4,25764.0,54091.0,2,1,0.128,0
APP00977,24,81484.0,3.3,6443.0,26745.0,4,1,0.079,0
APP00978,45,123847.0,0.9,17571.0,57143.0,17,1,0.142,0
APP00979,62,50933.0,7.9,16939.0,41172.0,11,0,0.333,0
APP00980,45,77682.0,12.9,8027.0,27793.0,11,0,0.103,0
APP00981,38,158544.0,7.5,17650.0,30055.0,20,1,0.111,0
APP00982,60,64936.0,6.7,32369.0,36392.0,18,0,0.498,0
APP00983,28,80508.0,2.4,10541.0,31821.0,8,3,0.131,0
APP00984,59,119423.0,9.0,35123.0,56283.0,10,0,0.294,0
APP00985,60,50457.0,4.4,3280.0,29063.0,16,1,0.065,0
APP00986,34,24815.0,6.9,78796.0,25750.0,15,0,3.175,1
APP00987,52,83099.0,3.9,13987.0,62702.0,3,0,0.168,0
APP00988,58,119891.0,1.2,31521.0,28190.0,9,1,0.263,0
APP00989,53,37208.0,3.0,15913.0,26259.0,21,1,0.428,0
APP00990,43,102243.0,5.9,6913.0,8173.0,14,2,0.068,0
APP00991,35,102589.0,2.4,12977.0,19464.0,24,0,0.126,0
APP00992,53,23465.0,3.9,2900.0,21957.0,18,1,0.124,0
APP00993,45,45792.0,2.4,23172.0,26263.0,2,2,0.506,1
APP00994,37,59999.0,1.8,15600.0,23546.0,20,0,0.26,0
APP00995,53,66849.0,0.1,11462.0,65502.0,22,0,0.171,0
APP00996,22,50435.0,0.3,24396.0,22809.0,4,1,0.484,0
APP00997,34,49094.0,1.4,13767.0,23852.0,10,2,0.28,1
APP00998,60,168677.0,2.2,21709.0,39871.0,23,0,0.129,0
APP00999,60,69301.0,7.2,28850.0,18751.0,4,0,0.416,0
APP01000,59,51662.0,1.5,8609.0,92818.0,6,1,0.167,0
APP01001,26,71640.0,1.4,6848.0,58765.0,5,0,0.096,0
APP01002,26,95659.0,10.8,3368.0,18018.0,12,1,0.035,0
APP01003,23,75043.0,6.5,14736.0,66716.0,1,0,0.196,0
APP01004,27,65982.0,18.7,19181.0,75586.0,18,0,0.291,0
APP01005,28,52838.0,5.2,4634.0,18301.0,10,1,0.088,0
APP01006,62,52519.0,1.5,41619.0,18050.0,19,2,0.792,0
APP01007,35,54236.0,0.2,6920.0,25179.0,4,1,0.128,0
APP01008,49,86631.0,4.2,2483.0,15535.0,8,0,0.029,0
APP01009,53,44485.0,10.4,44173.0,22739.0,5,0,0.993,1
APP01010,50,89022.0,1.8,2756.0,28565.0,16,1,0.031,0
APP01011,59,148227.0,4.9,28893.0,49143.0,18,0,0.195,0
APP01012,47,86065.0,1.4,23787.0,38129.0,22,0,0.276,0
APP01013,56,60792.0,1.6,17251.0,33229.0,7,0,0.284,0
APP01014,49,38213.0,2.6,8794.0,27176.0,6,1,0.23,0
APP01015,58,160983.0,7.6,19975.0,16568.0,4,0,0.124,0
APP01016,53,40741.0,3.5,30909.0,51794.0,14,1,0.759,0
APP01017,57,111779.0,4.1,6071.0,51104.0,9,1,0.054,0
APP01018,47,100635.0,2.1,29176.0,25082.0,23,0,0.29,0
APP01019,53,64966.0,3.4,28133.0,18757.0,15,0,0.433,1
APP01020,24,64120.0,3.4,16889.0,92380.0,8,2,0.263,0
APP01021,42,29206.0,4.8,8687.0,42110.0,6,2,0.297,0
APP01022,22,86252.0,2.3,28236.0,46082.0,10,1,0.327,0
APP01023,30,99704.0,3.8,20063.0,47292.0,8,1,0.201,0
APP01024,25,42424.0,0.2,5927.0,17650.0,16,1,0.14,0
APP01025,30,67649.0,0.6,9958.0,89283.0,8,0,0.147,0
APP01026,53,74528.0,3.4,25726.0,28507.0,2,3,0.345,0
APP01027,58,97957.0,1.0,14642.0,59470.0,21,0,0.149,0
APP01028,33,73270.0,4.8,31850.0,87122.0,7,0,0.435,0
APP01029,51,32430.0,2.9,10165.0,38133.0,18,1,0.313,0
APP01030,56,56108.0,4.0,6003.0,17874.0,19,1,0.107,0
APP01031,44,81823.0,6.2,77256.0,8135.0,15,3,0.944,1
APP01032,35,111387.0,2.7,3482.0,35488.0,6,1,0.031,0
APP01033,49,53701.0,0.7,8956.0,42196.0,6,0,0.167,1
APP01034,28,218344.0,1.5,16711.0,25630.0,19,0,0.077,0
APP01035,25,28361.0,6.5,29403.0,39396.0,24,1,1.037,1
APP01036,49,55169.0,8.9,22408.0,47014.0,12,1,0.406,1
APP01037,24,70156.0,2.2,84881.0,65931.0,2,0,1.21,1
APP01038,32,66146.0,3.3,12160.0,31662.0,11,0,0.184,0
APP01039,22,39495.0,0.5,6645.0,35341.0,23,1,0.168,0
APP01040,47,91485.0,4.6,11206.0,32625.0,7,2,0.122,0
APP01041,51,88040.0,6.0,10343.0,37055.0,12,0,0.117,0
APP01042,56,74905.0,2.6,12649.0,26691.0,19,1,0.169,0
APP01043,56,86329.0,5.6,6088.0,26615.0,15,1,0.071,0
APP01044,46,59167.0,6.4,25015.0,27639.0,6,1,0.423,0
APP01045,63,32576.0,2.4,17974.0,39885.0,3,1,0.552,1
APP01046,47,51107.0,1.0,4860.0,21842.0,11,0,0.095,0
APP01047,25,79105.0,4.2,28982.0,27706.0,16,0,0.366,0
APP01048,40,79330.0,3.3,6980.0,107490.0,0,2,0.088,0
APP01049,31,74659.0,2.3,5186.0,62183.0,16,2,0.069,0
APP01050,30,96216.0,1.7,14326.0,20450.0,1,0,0.149,0
APP01051,60,54689.0,6.2,3274.0,61011.0,5,1,0.06,0
APP01052,58,74113.0,9.1,21410.0,52915.0,11,0,0.289,0
APP01053,26,97348.0,3.6,1379.0,34120.0,10,2,0.014,0
APP01054,28,70091.0,0.6,5864.0,23747.0,20,2,0.084,0
APP01055,43,39275.0,3.9,47104.0,22183.0,10,0,1.199,0
APP01056,46,45218.0,3.6,7713.0,41536.0,17,4,0.171,0
APP01057,63,110794.0,2.4,8873.0,21857.0,7,1,0.08,0
APP01058,32,146713.0,1.8,37010.0,70146.0,24,0,0.252,0
APP01059,46,131616.0,3.3,7085.0,83157.0,6,3,0.054,0
APP01060,33,82132.0,5.2,24606.0,35395.0,13,2,0.3,0
APP01061,60,40072.0,2.7,34178.0,71917.0,15,0,0.853,0
APP01062,38,72899.0,2.2,19591.0,28370.0,11,1,0.269,0
APP01063,45,159712.0,3.1,4205.0,23656.0,8,1,0.026,0
APP01064,53,99633.0,4.2,8240.0,70275.0,19,1,0.083,0
APP01065,60,65924.0,3.7,117113.0,93706.0,22,0,1.776,1
APP01066,63,100139.0,3.5,9023.0,117936.0,20,1,0.09,0
APP01067,32,38766.0,1.9,145665.0,44338.0,15,1,3.758,0
APP01068,64,51646.0,5.5,52427.0,60917.0,20,1,1.015,1
APP01069,56,42527.0,7.4,20237.0,43755.0,18,0,0.476,1
APP01070,24,92484.0,3.4,16946.0,84291.0,15,2,0.183,0
APP01071,25,104511.0,5.9,9211.0,47097.0,8,1,0.088,0
APP01072,57,67717.0,4.0,12442.0,58868.0,12,1,0.184,0
APP01073,28,47265.0,1.4,7700.0,18375.0,4,0,0.163,0
APP01074,62,72412.0,5.3,12697.0,31612.0,21,2,0.175,0
APP01075,48,57337.0,3.3,4493.0,59171.0,18,2,0.078,0
APP01076,51,49115.0,5.7,4304.0,56072.0,9,1,0.088,0
APP01077,29,86638.0,9.1,37828.0,62277.0,6,1,0.437,1
APP01078,49,50061.0,2.6,3678.0,39042.0,8,1,0.073,0
APP01079,34,33417.0,1.5,27144.0,24558.0,24,0,0.812,0
APP01080,60,37345.0,1.9,2935.0,35054.0,13,0,0.079,0
APP01081,61,32806.0,5.2,22108.0,37355.0,14,0,0.674,1
APP01082,42,82765.0,5.1,11316.0,41984.0,12,0,0.137,0
APP01083,31,78842.0,5.4,38448.0,20318.0,9,1,0.488,0
APP01084,43,76900.0,2.5,10244.0,30961.0,13,0,0.133,0
APP01085,21,98112.0,3.7,2677.0,34434.0,20,0,0.027,0
APP01086,57,132718.0,3.4,11494.0,9458.0,22,0,0.087,0
APP01087,41,54386.0,8.6,15180.0,59844.0,11,0,0.279,0
APP01088,46,89611.0,2.3,12021.0,40071.0,18,1,0.134,0
APP01089,56,33196.0,2.1,21165.0,42582.0,5,1,0.638,0
APP01090,43,145707.0,2.4,8506.0,26654.0,11,1,0.058,0
APP01091,21,39245.0,6.9,4862.0,51624.0,23,2,0.124,0
APP01092,60,51275.0,5.8,6005.0,22045.0,12,2,0.117,0
APP01093,35,54238.0,1.1,8843.0,24224.0,7,3,0.163,0
APP01094,41,34094.0,1.1,8783.0,52944.0,15,0,0.258,0
APP01095,29,74331.0,4.5,91574.0,44995.0,1,1,1.232,1
APP01096,29,81385.0,3.2,36464.0,16872.0,21,1,0.448,1
APP01097,30,66522.0,0.5,23141.0,93566.0,6,1,0.348,0
APP01098,46,33856.0,1.1,19088.0,23038.0,11,1,0.564,0
APP01099,61,197145.0,3.4,16980.0,33538.0,6,0,0.086,0
APP01100,55,96241.0,15.2,17052.0,103577.0,18,0,0.177,0
APP01101,45,272968.0,5.3,15224.0,10553.0,13,1,0.056,0
APP01102,46,48896.0,1.5,13795.0,13046.0,8,1,0.282,0
APP01103,31,118059.0,8.4,2506.0,47342.0,17,1,0.021,0
APP01104,58,107973.0,1.4,9944.0,8208.0,10,0,0.092,0
APP01105,22,63241.0,2.1,11023.0,10656.0,15,1,0.174,0
APP01106,27,148083.0,8.3,7338.0,73504.0,18,0,0.05,0
APP01107,38,59712.0,1.4,8562.0,28415.0,10,1,0.143,0
APP01108,47,61056.0,9.2,16994.0,135626.0,17,0,0.278,0
APP01109,54,12891.0,0.4,24688.0,19519.0,10,0,1.915,1
APP01110,47,89726.0,4.7,16973.0,29999.0,24,1,0.189,0
APP01111,37,37694.0,4.0,24196.0,50231.0,3,0,0.642,1
APP01112,63,55528.0,6.6,24541.0,48190.0,17,0,0.442,0
APP01113,64,43778.0,3.8,10512.0,31165.0,18,2,0.24,0
APP01114,44,60894.0,4.0,20338.0,24610.0,12,0,0.334,0
APP01115,45,91303.0,2.0,3304.0,41723.0,3,0,0.036,0
APP01116,27,73539.0,2.8,9824.0,82961.0,9,1,0.134,0
APP01117,26,104279.0,8.6,8942.0,57393.0,21,1,0.086,0
APP01118,44,137698.0,4.6,45482.0,24848.0,4,0,0.33,0
APP01119,53,60816.0,5.2,17495.0,20029.0,2,0,0.288,0
APP01120,49,57568.0,4.1,4594.0,23964.0,15,3,0.08,0
APP01121,63,118050.0,2.9,21497.0,16912.0,7,0,0.182,0
APP01122,42,122826.0,0.6,27662.0,39674.0,23,1,0.225,0
APP01123,46,105905.0,7.6,12435.0,59176.0,6,1,0.117,1
APP01124,48,45429.0,5.6,23207.0,34794.0,18,0,0.511,1
APP01125,41,90339.0,3.5,1814.0,101912.0,13,0,0.02,0
APP01126,27,77245.0,1.7,1542.0,105372.0,14,1,0.02,0
APP01127,37,123780.0,5.9,5203.0,43680.0,16,1,0.042,0
APP01128,40,54916.0,1.6,15051.0,55335.0,20,1,0.274,0
APP01129,61,31783.0,5.3,45512.0,21157.0,0,0,1.432,1
APP01130,40,103272.0,2.1,5425.0,29247.0,5,2,0.053,1
APP01131,42,20350.0,4.3,6748.0,77914.0,22,1,0.332,0
APP01132,48,50729.0,8.0,14341.0,25654.0,14,2,0.283,0
APP01133,60,43844.0,3.8,9010.0,88648.0,11,2,0.206,0
APP01134,27,43697.0,4.9,8610.0,70795.0,20,0,0.197,0
APP01135,21,50286.0,10.7,9536.0,57010.0,19,0,0.19,0
APP01136,52,134415.0,4.5,38247.0,17969.0,1,2,0.285,0
APP01137,33,110225.0,1.6,32627.0,30116.0,4,0,0.296,0
APP01138,50,64482.0,5.4,13613.0,53451.0,8,2,0.211,0
APP01139,43,128903.0,2.7,50191.0,20102.0,19,2,0.389,0
APP01140,39,42996.0,9.3,20075.0,32401.0,13,0,0.467,1
APP01141,52,40169.0,2.6,33628.0,57027.0,17,1,0.837,1
APP01142,50,112623.0,2.6,6711.0,25825.0,21,2,0.06,0
APP01143,49,97716.0,4.8,7919.0,21854.0,7,0,0.081,0
APP01144,49,58097.0,4.2,7852.0,12327.0,1,1,0.135,0
APP01145,50,41451.0,5.3,12464.0,28797.0,8,1,0.301,0
APP01146,36,151731.0,2.4,14016.0,57752.0,6,0,0.092,0
APP01147,60,30944.0,5.9,17315.0,21510.0,17,0,0.56,0
APP01148,39,54219.0,0.7,64763.0,36707.0,15,0,1.194,0
APP01149,38,81985.0,2.2,23790.0,31744.0,20,1,0.29,0
APP01150,21,180067.0,5.2,8850.0,24344.0,4,2,0.049,0
APP01151,34,88570.0,0.6,13325.0,60031.0,22,0,0.15,1
APP01152,22,92981.0,4.7,44532.0,97281.0,14,1,0.479,0
APP01153,48,55012.0,4.1,24972.0,66344.0,4,2,0.454,1
APP01154,50,97172.0,1.9,44065.0,23919.0,10,1,0.453,1
APP01155,58,77084.0,4.7,9080.0,120021.0,21,0,0.118,0
APP01156,24,33050.0,2.0,7560.0,66227.0,13,1,0.229,0
APP01157,21,108713.0,5.6,7649.0,27600.0,24,2,0.07,0
APP01158,28,118800.0,4.4,9686.0,22807.0,18,0,0.082,0
